#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:denisovan" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:denisovan" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:denisovan">
#                <taxonset id="TaxonSet.denisovan" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:denisovan" name="distribution" x="@birthRate.t:denisovan">
#            <Uniform id="Uniform.1" name="distr" upper="100.0"/>
#        </prior>
#        <prior id="ClockPrior.c:denisovan" name="distribution">
#            <parameter id="clockRate.c:denisovan" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" lower="1.0E-6" name="distr"/>
#        </prior>
#        <prior id="GammaShapePrior.s:denisovan" name="distribution">
#            <parameter id="gammaShape.s:denisovan" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="KappaPrior.s:denisovan" name="distribution">
#            <parameter id="kappa.s:denisovan" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <distribution id="Hominini.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:denisovan">
#            <taxonset id="Hominini" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="CommonChimpanzee_NC001643" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Denisovan_FN673705" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="ModernHuman_HM171295" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Neanderthal_FM865409" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="PygmyChimpanzee_NC001644" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.0" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="mean">6.5</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="sigma">0.2551</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@denisovan" id="treeLikelihood.denisovan" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:denisovan">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:denisovan" shape="@gammaShape.s:denisovan" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:denisovan" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:denisovan" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:denisovan" kappa="@kappa.s:denisovan" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:denisovan" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:denisovan" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:denisovan" id="StrictClock.c:denisovan" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.denisovan	TreeHeight	YuleModel	birthRate	kappa	gammaShape	monophyletic(Hominini)	logP(mrca(Hominini))	mrca.age(Hominini)	clockRate	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
1755000	-31984.51185600524	-31953.222137621702	-31.289718383537277	-31953.222137621702	19.979760863720184	-20.33803279524142	0.14466823665363274	23.98423006714494	0.17031402694228362	1	-0.33958594402130016	6.819994874479886	0.011501735922862522	0.2961835443488468	0.329322236876728	0.12258600066103484	0.2519082181133903
1756000	-31987.11174603767	-31955.651315539482	-31.46043049818784	-31955.651315539482	20.111833018363388	-20.53781710596328	0.057685582437136985	28.742596914987292	0.17031402694228362	1	0.13315848792642943	6.297841455951898	0.012038354250028336	0.2961835443488468	0.329322236876728	0.12258600066103484	0.2519082181133903
1757000	-31988.97346802196	-31953.637472672737	-35.33599534922339	-31953.637472672737	23.376970674633892	-24.286888743684145	0.23299583215656972	28.742596914987292	0.15739907698919225	1	-0.00624967534134141	6.742924537635536	0.011990339637032221	0.2961835443488468	0.329322236876728	0.12258600066103484	0.2519082181133903
1758000	-31986.500674170802	-31956.08317263869	-30.417501532114112	-31956.08317263869	19.412891351443864	-19.588694705585993	0.09809534646348766	28.742596914987292	0.15739907698919225	0	0.2140501036697792	6.325816562952766	0.012323441427222736	0.2961835443488468	0.329322236876728	0.12258600066103484	0.2519082181133903
1759000	-31986.791990603055	-31955.9727262397	-30.81926436335479	-31955.9727262397	20.92771696804877	-19.95769368197514	0.10784114757267158	28.742596914987292	0.1520040384072086	1	0.1758912102362647	6.312100221386707	0.012667255302448535	0.2961835443488468	0.329322236876728	0.12258600066103484	0.2519082181133903
1760000	-31985.487870138313	-31954.697370437127	-30.790499701185798	-31954.697370437127	21.10616535504529	-20.191227485012018	0.07167413391274896	28.742596914987292	0.1520040384072086	1	0.4381896754421368	6.465829080880368	0.012874643344955465	0.2961835443488468	0.329322236876728	0.12258600066103484	0.2519082181133903
1761000	-31984.277664215235	-31953.37493958821	-30.902724627021776	-31953.37493958821	21.506073573250248	-20.087572840766164	0.10094003620813626	28.742596914987292	0.16504598019500122	1	0.23535204714809238	6.666034269860049	0.012516110334081407	0.2961835443488468	0.329322236876728	0.12258600066103484	0.2519082181133903
1762000	-31984.048085296352	-31953.303428744555	-30.74465655179789	-31953.303428744555	21.064129628239016	-20.12921513226337	0.12009046572364178	28.742596914987292	0.16504598019500122	1	0.4350624138691848	6.539682126004897	0.011910504682022604	0.2961835443488468	0.329322236876728	0.12258600066103484	0.2519082181133903
1763000	-31989.949593391426	-31957.86648348697	-32.08310990445673	-31957.86648348697	23.13958675137149	-20.973559524628392	0.1266056743663986	28.742596914987292	0.16504598019500122	1	-0.05904654642463003	6.756678690986627	0.011037177031336946	0.2961835443488468	0.3293805391964699	0.12258600066103484	0.2518499157936484
1764000	-31984.78885616208	-31954.153743912502	-30.635112249574863	-31954.153743912502	20.210197310041032	-20.016356961211606	0.07568382670266126	28.742596914987292	0.16504598019500122	1	0.43174854504044763	6.544788144037722	0.01190607338089512	0.2961835443488468	0.3293805391964699	0.12258600066103484	0.2518499157936484
1765000	-31985.6334818439	-31955.003861257217	-30.629620586682933	-31955.003861257217	20.48288456672697	-19.962240304976298	0.12069602644310767	28.742596914987292	0.16504598019500122	1	0.3831235516970697	6.408705865728017	0.012779070526664122	0.2961835443488468	0.3293805391964699	0.12258600066103484	0.2518499157936484
1766000	-31989.087340685095	-31957.994176789773	-31.093163895322057	-31957.994176789773	18.500800008667373	-19.772840569760184	0.07230620700156497	28.742596914987292	0.16504598019500122	1	-0.2698194921581676	6.194522545749807	0.013331857339153666	0.296167462643602	0.3293805391964699	0.12260208236627966	0.2518499157936484
1767000	-31984.816146544672	-31953.560759650754	-31.255386893917827	-31953.560759650754	18.95685108267014	-19.492149159397318	0.12622361256315467	28.742596914987292	0.16504598019500122	1	-0.7127339011168013	6.111460838436779	0.013545337064368862	0.296167462643602	0.3293805391964699	0.12260208236627966	0.2518499157936484
1768000	-31984.555729757576	-31953.505721483576	-31.050008274001303	-31953.505721483576	22.0853200514655	-20.44624546467443	0.1262280143754295	28.742596914987292	0.16504598019500122	1	0.4467410240768309	6.49260564979523	0.012497503616378306	0.296167462643602	0.3293805391964699	0.12260208236627966	0.2518499157936484
1769000	-31985.30481382273	-31954.07406578327	-31.230748039461865	-31954.07406578327	20.098301649217184	-20.620709460217185	0.16626925079601343	28.742596914987292	0.16504598019500122	1	0.4404652541590244	6.529520849357844	0.012628986317461467	0.296167462643602	0.3293805391964699	0.12260208236627966	0.2518499157936484
1770000	-31989.427206087486	-31957.411257770887	-32.01594831659938	-31957.411257770887	23.10553937280089	-21.412354403232392	0.04780707171009764	28.742596914987292	0.16504598019500122	1	0.446909920036719	6.505717889873154	0.011980308616223964	0.296167462643602	0.3293805391964699	0.12260208236627966	0.2518499157936484
1771000	-31985.013531373268	-31954.465061489685	-30.548469883580808	-31954.465061489685	20.529031403672086	-19.762066550981867	0.09639840059743914	28.742596914987292	0.16504598019500122	1	0.2641005008047652	6.345644211470165	0.013127066971902704	0.296167462643602	0.3293805391964699	0.12260208236627966	0.2518499157936484
1772000	-31989.40543981704	-31954.769255420208	-34.63618439683458	-31954.769255420208	18.652031017432417	-19.543860626581758	0.1461944272251371	28.742596914987292	0.16504598019500122	1	-4.041819936849118	5.735637551699062	0.014050862470845164	0.296167462643602	0.3293805391964699	0.12321246067336318	0.2512395374865649
1773000	-31986.297647522253	-31955.024715443305	-31.272932078949	-31955.024715443305	20.029948295472913	-20.008906565632536	0.1454376093844409	28.742596914987292	0.16504598019500122	0	-0.2135216799127604	6.2067608466288	0.013622888944277505	0.296167462643602	0.3293805391964699	0.12321246067336318	0.2512395374865649
1774000	-31987.8448773022	-31956.343615454687	-31.501261847511323	-31956.343615454687	22.509127441840853	-20.879816255939804	0.14095593283177038	28.742596914987292	0.16504598019500122	1	0.4290582418321875	6.548539944821881	0.012160970753449211	0.296167462643602	0.32537534141951663	0.12321246067336318	0.2552447352635182
1775000	-31989.740786558672	-31957.68593858501	-32.05484797365975	-31957.68593858501	22.388143239800844	-20.479399382205333	0.11764543787721411	28.742596914987292	0.16429928447936673	1	-0.5256914537663404	6.855835253621454	0.011045562805331349	0.296167462643602	0.32894479901979484	0.12321246067336318	0.25167527766324
1776000	-31985.130852469378	-31954.267368906163	-30.86348356321431	-31954.267368906163	21.76591903912516	-20.246459232578417	0.11424028164941004	28.742596914987292	0.16429928447936673	1	0.43273280705218065	6.54333444539056	0.012220245779056803	0.296167462643602	0.32894479901979484	0.12321246067336318	0.25167527766324
1777000	-31985.529606588465	-31954.53168408681	-30.99792250165244	-31954.53168408681	20.595366376445906	-20.24676826645687	0.13718966163131416	28.742596914987292	0.16429928447936673	1	0.29860290249250004	6.639050897797019	0.012093231312866022	0.296167462643602	0.32894479901979484	0.12321246067336318	0.25167527766324
1778000	-31986.039585409395	-31955.03762125999	-31.001964149403378	-31955.03762125999	20.74659726272574	-20.025546069243397	0.12134507298029183	28.742596914987292	0.16429928447936673	1	0.07333905752809189	6.279424170333099	0.012796083020830443	0.296167462643602	0.32894479901979484	0.12321246067336318	0.25167527766324
1779000	-31987.33030780158	-31955.912002608908	-31.418305192675625	-31955.912002608908	20.108563880293087	-19.73590207991451	0.11467253841918656	29.255785314149822	0.16429928447936673	1	-0.5881372829134207	6.132922108369474	0.013703709231881443	0.296167462643602	0.3273974368358535	0.12321246067336318	0.25322263984718135
1780000	-31986.555848335942	-31954.311709802736	-32.24413853320761	-31954.311709802736	20.400714025947956	-21.42287370588671	0.19370233245149018	29.255785314149822	0.16429928447936673	1	0.27300100252679077	6.349443395446988	0.01278681653783939	0.296167462643602	0.3273974368358535	0.12321246067336318	0.25322263984718135
1781000	-31985.19571815094	-31954.644081399638	-30.551636751302244	-31954.644081399638	20.4253701683068	-19.872331554893044	0.1090972263016915	29.255785314149822	0.16429928447936673	1	0.41496063343849493	6.5647376123510846	0.012052069533902787	0.296167462643602	0.3273974368358535	0.12321246067336318	0.25322263984718135
1782000	-31988.089242431797	-31956.116424521602	-31.97281791019567	-31956.116424521602	19.780918384767432	-21.324631671569843	0.19565835787859795	25.77275827535632	0.16429928447936673	1	0.13170051521035858	6.297372669598225	0.01209644032749134	0.296167462643602	0.3273974368358535	0.12321246067336318	0.25322263984718135
1783000	-31983.003799698054	-31952.769542551836	-30.23425714621858	-31952.769542551836	20.67646112234699	-19.862306096549815	0.10029867564703324	25.77275827535632	0.16171403757518366	1	0.4053504572632333	6.426231834137716	0.01199639421946005	0.296167462643602	0.3273974368358535	0.12321246067336318	0.25322263984718135
1784000	-31988.620544284637	-31958.29934493256	-30.321199352078313	-31958.29934493256	19.871129653249064	-20.124448771239408	0.06903242482106418	23.30341610832845	0.16171403757518366	1	0.3380888687399981	6.619146858579626	0.012048638134261939	0.296167462643602	0.3273974368358535	0.12321246067336318	0.25322263984718135
1785000	-31989.57614362798	-31955.8516966707	-33.72444695727862	-31955.8516966707	21.763268362469198	-22.14078846244483	0.18795013558706494	23.30341610832845	0.16171403757518366	1	-1.0488190452548865	6.941253714397753	0.01124875234778745	0.296167462643602	0.3273974368358535	0.12321246067336318	0.25322263984718135
1786000	-31988.076267936056	-31958.328578600158	-29.747689335897903	-31958.328578600158	18.88755482077516	-19.635445515772787	0.08741957680583959	23.30341610832845	0.16171403757518366	1	0.4225956294537869	6.556544215432147	0.011426349371833408	0.296167462643602	0.3273974368358535	0.12321246067336318	0.25322263984718135
1787000	-31984.671988655347	-31954.071691409383	-30.60029724596583	-31954.071691409383	19.542446822548268	-20.062239165792384	0.0698423611695842	24.819779652643646	0.16423082669208142	1	0.15029867224579252	6.696563596119198	0.012092749634194861	0.296167462643602	0.3273974368358535	0.12321246067336318	0.25322263984718135
1788000	-31985.36045413303	-31954.585140966938	-30.775313166092516	-31954.585140966938	21.07878112840188	-19.95972770087617	0.08736068327496999	24.819779652643646	0.16423082669208142	1	-0.12722871279711023	6.2265809130876875	0.012125912566183856	0.296167462643602	0.3273974368358535	0.12321246067336318	0.25322263984718135
1789000	-31985.734160262546	-31954.331509164065	-31.402651098479	-31954.331509164065	22.07149438681246	-20.387407642411674	0.10764666787153242	24.819779652643646	0.16423082669208142	1	-0.3268867036480886	6.8174017767851325	0.0108522455081722	0.296167462643602	0.3273974368358535	0.12321246067336318	0.25322263984718135
1790000	-31987.226169060683	-31957.141098055068	-30.085071005613212	-31957.141098055068	19.265436873913586	-19.67041190933537	0.08720586082030041	24.819779652643646	0.16423082669208142	1	0.273697656141398	6.349744816064967	0.013153411667406155	0.296167462643602	0.3351998424628886	0.12247562263799062	0.24615707225551883
1791000	-31985.713833271682	-31955.233743948476	-30.480089323205878	-31955.233743948476	20.412631978795087	-20.20159741571195	0.13849526774301923	24.819779652643646	0.16423082669208142	1	0.40986484492531416	6.569671985915449	0.012553058094585953	0.29734850244345207	0.3351998424628886	0.12129458283814055	0.24615707225551883
1792000	-31985.773678676775	-31955.404181740614	-30.36949693616092	-31955.404181740614	19.737837817343177	-19.889064170655256	0.07767052552779123	24.819779652643646	0.16423082669208142	1	0.2079239869135728	6.676457349555534	0.01232109072318897	0.29734850244345207	0.3351998424628886	0.12129458283814055	0.24615707225551883
1793000	-31985.896773298748	-31955.152301902905	-30.744471395843174	-31955.152301902905	21.143732504773688	-20.331228611009067	0.12694641978040352	24.819779652643646	0.16423082669208142	1	0.2751139675851326	6.649640517587983	0.01109650231176424	0.29734850244345207	0.3351998424628886	0.12129458283814055	0.24615707225551883
1794000	-31986.140808098582	-31955.53301901924	-30.607789079343785	-31955.53301901924	18.34169245744571	-19.49486002751854	0.1412480701951514	24.819779652643646	0.16966873197256127	1	-0.41913439412552334	6.164217166665221	0.012191296886490862	0.29734850244345207	0.3351998424628886	0.12129458283814055	0.24615707225551883
1795000	-31990.183103543404	-31959.318931918606	-30.86417162479826	-31959.318931918606	19.976068378936752	-20.578922541893185	0.057333525595625365	24.819779652643646	0.16966873197256127	1	0.408545574794645	6.570893520817031	0.01151510998440577	0.29734850244345207	0.33650922491055624	0.12129458283814055	0.24484768980785118
1796000	-31987.314680104268	-31955.856126930565	-31.458553173701866	-31955.856126930565	22.059456879265174	-20.438327147443765	0.07036059323543499	28.32308432556153	0.16350134584891554	1	-0.008092976465044366	6.743417830797493	0.011454877431959802	0.29734850244345207	0.33650922491055624	0.12129458283814055	0.24484768980785118
1797000	-31986.755178910742	-31956.196743123404	-30.55843578733686	-31956.196743123404	19.912788347070254	-19.719698362921832	0.09185190993893101	28.32308432556153	0.1498823762425552	1	0.1597766557716676	6.306599719188695	0.013221798016088202	0.29734850244345207	0.3313610160444898	0.12129458283814055	0.24999589867391764
1798000	-31986.826318916563	-31955.924236303927	-30.902082612635674	-31955.924236303927	22.957212380665794	-20.336604268151376	0.09595502481288293	28.32308432556153	0.15633721918560747	1	0.4394905786454529	6.468403536056318	0.012472201444068541	0.29840288197465836	0.3313610160444898	0.12024020330693425	0.24999589867391764
1799000	-31985.55139742826	-31952.600859644288	-32.95053778397153	-31952.600859644288	21.30298517154721	-22.336082877943948	0.03447346215715922	28.481573288585164	0.15633721918560747	1	0.40447410670354156	6.4254627536713524	0.012187076740890005	0.29840288197465836	0.3313610160444898	0.12024020330693425	0.24999589867391764
1800000	-31985.84799379085	-31954.56877041199	-31.279223378859783	-31954.56877041199	22.142949002697566	-20.253224823465683	0.09583459456722233	28.481573288585164	0.15633721918560747	1	-0.007069542662982653	6.743144069171926	0.011434215990234647	0.29840288197465836	0.3313610160444898	0.12024020330693425	0.24999589867391764
1801000	-31987.430393341605	-31955.63042352374	-31.799969817863776	-31955.63042352374	22.226272030895153	-21.228148996583872	0.15411208451718572	28.481573288585164	0.15633721918560747	1	0.4471081914512152	6.502624659882073	0.011800611266360894	0.29840288197465836	0.3313610160444898	0.12024020330693425	0.24999589867391764
1802000	-31983.212329785878	-31952.403225749767	-30.809104036111222	-31952.403225749767	21.479951414420977	-20.225049435902093	0.12226616777579302	28.481573288585164	0.1583500284900993	1	0.43688722182647827	6.463432682864138	0.012700739395611942	0.29840288197465836	0.3313610160444898	0.12024020330693425	0.24999589867391764
1803000	-31987.82590698432	-31957.041543198546	-30.784363785772644	-31957.041543198546	21.95175778426016	-20.208733932552203	0.08054506187031481	28.481573288585164	0.1583500284900993	1	0.44531196881516416	6.484486430328634	0.0125034340357716	0.29840288197465836	0.3313610160444898	0.12024020330693425	0.24999589867391764
1804000	-31985.959899393478	-31953.436966111647	-32.52293328183007	-31953.436966111647	20.702064162878028	-20.521045849388127	0.15900746274430674	28.481573288585164	0.1583500284900993	1	-0.980945610406338	6.068872436719784	0.013301430037171482	0.29840288197465836	0.3313610160444898	0.12024020330693425	0.24999589867391764
1805000	-31985.72398463392	-31954.298827771094	-31.425156862828892	-31954.298827771094	22.8185941976938	-20.788845599736597	0.060123263408314254	28.481573288585164	0.1583500284900993	1	0.3846305589433091	6.409786481527333	0.011692176065236887	0.29840288197465836	0.3313610160444898	0.12024020330693425	0.24999589867391764
1806000	-31984.240031065092	-31953.493945036684	-30.746086028407923	-31953.493945036684	21.095369078998917	-19.97172641732977	0.1075440217165265	28.481573288585164	0.1583500284900993	1	0.24658221095745267	6.338427260148129	0.012665556906364154	0.29840288197465836	0.3313610160444898	0.12024020330693425	0.24999589867391764
1807000	-31986.188362680496	-31955.092981139398	-31.095381541097204	-31955.092981139398	23.473938922121867	-20.431527628173434	0.09667374234848156	28.481573288585164	0.1583500284900993	1	0.35708790911183663	6.391726224657413	0.01230564329472674	0.29840288197465836	0.3313610160444898	0.12024020330693425	0.24999589867391764
1808000	-31984.376762960623	-31953.084273793607	-31.292489167016328	-31953.084273793607	21.231232182668787	-20.68018817786909	0.150796387018586	28.481573288585164	0.1583500284900993	1	0.40864083288837016	6.570806025594685	0.012002311860779543	0.29840288197465836	0.3313610160444898	0.12024020330693425	0.24999589867391764
1809000	-31984.977532949622	-31954.53186492767	-30.445668021951626	-31954.53186492767	19.87272678679684	-19.659171029372676	0.1150744048692482	28.481573288585164	0.16305526987466018	1	0.23915007084121914	6.335461073565277	0.013115068559085459	0.29611563555804793	0.3313610160444898	0.12252744972354468	0.24999589867391764
1810000	-31987.723816143698	-31956.191727855956	-31.53208828774106	-31956.191727855956	22.418042515160277	-20.71956489370963	0.060492690564897034	28.481573288585164	0.16305526987466018	1	0.21312366938873858	6.325470784581313	0.011965465313137523	0.29611563555804793	0.3313610160444898	0.12252744972354468	0.24999589867391764
1811000	-31987.415732358782	-31956.789197996415	-30.62653436236581	-31956.789197996415	21.317981499529015	-20.002167499079352	0.0899146220065212	28.481573288585164	0.16305526987466018	0	0.4012802001337111	6.422724554469015	0.012128821221986014	0.29611563555804793	0.3313610160444898	0.12252744972354468	0.24999589867391764
1812000	-31986.068331345257	-31954.220824712396	-31.847506632859265	-31954.220824712396	19.896470132657633	-21.00060060956364	0.04819974460640985	28.481573288585164	0.16305526987466018	1	0.17874104012454894	6.313089819201019	0.012679244777426412	0.29611563555804793	0.3313610160444898	0.12252744972354468	0.24999589867391764
1813000	-31986.481178167247	-31953.639687999985	-32.841490167261966	-31953.639687999985	19.976658027162745	-22.22100264583829	0.22490771983650407	28.481573288585164	0.15832555078606528	1	0.40042982290790374	6.422011713727554	0.012500852554082613	0.29611563555804793	0.3313610160444898	0.12252744972354468	0.24999589867391764
1814000	-31983.594519442588	-31952.619184917654	-30.975334524932602	-31952.619184917654	20.576633065473942	-19.817249083133092	0.10530048098333716	28.481573288585164	0.15832555078606528	1	-0.137168097467935	6.224225403489684	0.012729582055997541	0.29611563555804793	0.3313610160444898	0.12252744972354468	0.24999589867391764
1815000	-31985.29601140412	-31954.057355629826	-31.23865577429444	-31954.057355629826	21.091852704951947	-20.522063674152268	0.14202900903853316	28.481573288585164	0.15832555078606528	1	0.3043252441894041	6.636346535882562	0.012044484308110899	0.29720210965887034	0.32707772628411746	0.12252744972354468	0.2531927143334676
1816000	-31990.29361804474	-31959.464681752743	-30.828936291996374	-31959.464681752743	19.686016623006335	-19.7916681054852	0.12104081365312505	28.481573288585164	0.15832555078606528	1	-0.01635084217959848	6.254384409587268	0.012818359514887386	0.29720210965887034	0.32707772628411746	0.12252744972354468	0.2531927143334676
1817000	-31985.963693894446	-31954.830473964903	-31.133219929543724	-31954.830473964903	22.03997438082599	-20.557829705022748	0.1297112387731517	28.481573288585164	0.15832555078606528	1	0.4455271198106006	6.4854168416559625	0.011819413317655509	0.29720210965887034	0.32707772628411746	0.12252744972354468	0.2531927143334676
1818000	-31991.029522262834	-31960.127675603606	-30.90184665922667	-31960.127675603606	20.964665194322755	-20.14376070516687	0.0760261449271241	28.481573288585164	0.15832555078606528	1	0.2628313902717735	6.654889918174616	0.011471905906178293	0.29720210965887034	0.32707772628411746	0.12252744972354468	0.2531927143334676
1819000	-31984.585585561454	-31953.50633022653	-31.079255334923435	-31953.50633022653	22.445826126607432	-20.47869252062961	0.0691376484659267	28.481573288585164	0.15832555078606528	1	0.4203545300377509	6.440932818631198	0.012320602593253264	0.29720210965887034	0.32707772628411746	0.12252744972354468	0.2531927143334676
1820000	-31990.940166376862	-31960.17212641782	-30.76803995904329	-31960.17212641782	18.067801955233538	-20.132447088540076	0.06067667522084363	28.481573288585164	0.15832555078606528	1	0.3853244738283618	6.410288437249034	0.013351921204871744	0.29720210965887034	0.33282982347504003	0.12396631892085143	0.24600174794523827
1821000	-31987.7980149487	-31956.136336338237	-31.661678610465085	-31956.136336338237	20.088111938924616	-20.651516480792814	0.15906603062340768	28.403686072514216	0.17584605844557563	1	0.02142247278454079	6.735394870396778	0.011989693898915103	0.29720210965887034	0.33282982347504003	0.12396631892085143	0.24600174794523827
1822000	-31989.1060417399	-31957.940902522896	-31.165139217004228	-31957.940902522896	19.222226063186977	-19.816088235505465	0.14168493041138236	28.403686072514216	0.17584605844557563	1	-0.3174663790419531	6.184535558850423	0.012960884107560248	0.29720210965887034	0.33282982347504003	0.12396631892085143	0.24600174794523827
1823000	-31988.618509056945	-31957.495006870715	-31.123502186230464	-31957.495006870715	20.834256804516595	-20.14907845945359	0.11453912565719075	28.403686072514216	0.17584605844557563	1	0.05716087567993833	6.725298290452249	0.011117165159218217	0.29720210965887034	0.33282982347504003	0.12396631892085143	0.24600174794523827
1824000	-31992.33395480685	-31962.924493483468	-29.409461323382725	-31962.924493483468	15.818507222325872	-18.688897268897044	0.1267636343666484	25.33317281319671	0.17875699605425427	1	0.03190648004192065	6.267521548768766	0.01295238404794262	0.29720210965887034	0.33282982347504003	0.12396631892085143	0.24600174794523827
1825000	-31990.274154080776	-31959.441007074987	-30.833147005789613	-31959.441007074987	21.193891556090396	-20.4947042094613	0.06353027512823849	25.33317281319671	0.17875699605425427	1	0.4140277381992868	6.565668688526197	0.011532758319456443	0.29720210965887034	0.33282982347504003	0.12396631892085143	0.24600174794523827
1826000	-31987.173747122695	-31956.192212042908	-30.98153507978891	-31956.192212042908	18.741559695861586	-19.98703434178798	0.06543991920115777	25.33317281319671	0.17875699605425427	1	-0.2420302034733317	6.200501013359838	0.01312597848376295	0.29720210965887034	0.33282982347504003	0.12396631892085143	0.24600174794523827
1827000	-31983.873076122003	-31953.339666987064	-30.533409134940868	-31953.339666987064	19.999869616923636	-19.8929898034381	0.08787998995767576	25.33317281319671	0.17875699605425427	1	0.11205120302483323	6.708842602689937	0.011369152868700508	0.29720210965887034	0.32776955954274245	0.12396631892085143	0.25106201187753585
1828000	-31988.904587723253	-31957.757153475995	-31.147434247258804	-31957.757153475995	18.12877043145669	-20.82752448086618	0.20179589355575636	25.33317281319671	0.17875699605425427	1	0.4325607681349787	6.4564079666693575	0.012134425580455873	0.29720210965887034	0.32776955954274245	0.12396631892085143	0.25106201187753585
1829000	-31985.209709091003	-31954.048127122365	-31.161581968637936	-31954.048127122365	20.241359604380268	-20.81847174681049	0.05334671532237002	25.33317281319671	0.17875699605425427	1	0.4093603127001554	6.570141653171722	0.011565861992174234	0.29720210965887034	0.32776955954274245	0.12396631892085143	0.25106201187753585
1830000	-31984.37932851829	-31954.496118684678	-29.88320983361393	-31954.496118684678	18.427819298582744	-19.424678049993545	0.1285907719248561	25.33317281319671	0.17875699605425427	1	0.2939387509072192	6.358783142194115	0.012244259492942996	0.29720210965887034	0.32776955954274245	0.12396631892085143	0.25106201187753585
1831000	-31988.245715929563	-31957.100926819483	-31.144789110080225	-31957.100926819483	18.87011640367009	-20.78899609841152	0.18969690022450328	25.33317281319671	0.17875699605425427	1	0.3966775228588933	6.418941118767048	0.01235576514500724	0.29720210965887034	0.32776955954274245	0.12396631892085143	0.25106201187753585
1832000	-31994.08845524774	-31962.893834981707	-31.194620266031535	-31962.893834981707	19.23740502960469	-20.588592101325563	0.16947174131262038	25.33317281319671	0.19705982372045766	1	0.16474519748783156	6.691721159179363	0.011227946653578796	0.29720210965887034	0.32776955954274245	0.12396631892085143	0.25106201187753585
1833000	-31991.633152884675	-31961.613834246724	-30.019318637952875	-31961.613834246724	19.569436389468276	-19.613253782265147	0.09818754241751097	25.33317281319671	0.19705982372045766	1	0.3647085065060783	6.396407653359576	0.012576636386485634	0.29720210965887034	0.32776955954274245	0.12396631892085143	0.25106201187753585
1834000	-31990.983298104078	-31959.07246470297	-31.91083340110625	-31959.07246470297	17.103746310972692	-18.975987582194787	0.10340170696608486	25.33317281319671	0.1898906183238667	1	-2.1712416621142503	5.916227431830044	0.01272281933893458	0.29767398235276027	0.3272976868488525	0.12396631892085143	0.25106201187753585
1835000	-31990.367254707042	-31957.865226951508	-32.50202775553244	-31957.865226951508	20.38685627301718	-20.996901366019586	0.051098751456728334	25.33317281319671	0.1898906183238667	1	-0.7415222327156411	6.893331335617021	0.010875274452847366	0.29767398235276027	0.3272976868488525	0.12396631892085143	0.25106201187753585
1836000	-31986.99602255202	-31957.10199508577	-29.894027466250517	-31957.10199508577	17.941455773703062	-19.27908290851246	0.09541904310327229	23.955992966803944	0.1898906183238667	1	0.013912508013344094	6.26253804074291	0.013029696683173771	0.29767398235276027	0.3272976868488525	0.12396631892085143	0.25106201187753585
